,Unnamed: 0,name,Accessory,Background,Body,Eyes,Fur,Head,Mouth,trait_5_rarity,trait_2_rarity,trait_0_rarity,trait_3_rarity,trait_1_rarity,Head_rarity,trait_4_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
987,987,Ape #6467,Diamond Studs,Forest,Bullish,Zen,Cream,Winter Beanie,Smile,3.4799999999999995,9.62,0.76,5.37,16.68,9.93,13.8,988,3.1229611037852803e-09,0.76,8.52,7,DFHSXV2AurDw8gDmYprvJWb2qibpK7y1SpbwvQ5L9Tu1,18.765818
2750,2750,Ape #656,,Sky,,Confused,Magma,,Pout,75.97,10.09,3.1300000000000003,6.11,2.07,8.01,6.3100000000000005,2751,1.5337375882084432e-08,2.07,15.955714285714288,4,46XiFymQo4x36fqAq7NV8iE1oR2SWkCJ51Feo3TDpQ7b,18.646042
31,31,Ape #605,Bar,Creamsicle,Bullish,Content,Synth,,Ecstatic,3.5700000000000003,10.41,0.76,6.13,3.49,8.01,6.260000000000002,32,3.029879025344083e-10,0.76,5.518571428571428,6,FskgwKBxqR8xzvC6zDfGz8ueGGCWzFG5jLmXDYNzcbLJ,18.513515
1509,1509,Ape #272,,Lime,Bearish,Side Glance,Magma,Beanie,Cheeky,75.97,9.81,0.69,6.19,2.07,10.66,6.909999999999998,1510,4.8535160605117024e-09,0.69,16.04285714285714,6,Hg71x2PigqWG1GUvqqD956GN9693iuBZqhtP8yhFaQC5,18.01325
1734,1734,Ape #9259,,Snow,Bullish,Content,Synth,Backwards Ball Cap,Ecstatic,75.97,10.26,0.76,6.13,3.49,7.4700000000000015,6.260000000000002,1735,5.92630386849881e-09,0.76,15.762857142857143,6,GCrhXn6Vui9x4NDp2GoEZxT6VLZH1vuVySYtQtbsCFkq,17.791176
1880,1880,Ape #6225,,Snow,Bullish,Bewildered,Bark,,Disgusted,75.97,10.26,0.76,5.65,3.78,8.01,6.64,1881,6.728897650925654e-09,0.76,15.86714285714286,5,HTUZsKWeY2WVhzN9HjzaSjxdtjTNzB3F2p9hjPSDjk49,17.704395
1205,1205,Ape #5064,,Violet,Bullish,Mmmmkay,Amphibian,Western Hat,Unimpressed,75.97,9.89,0.76,5.94,3.15,5.29,6.63,1206,3.747297811952171e-09,0.76,15.375714285714285,6,8p8xhVomP2NEJZTLB8ktNjtJqMiU6HDZBuJ9nhjrYgCS,16.95065
718,718,Ape #4496,Diamond Stud,Rose,Bullish,Anger,Coffee,Winter Beanie,Bewildered,3.76,10.1,0.76,6.17,19.44,9.93,6.78,719,2.3306828365405387e-09,0.76,8.134285714285715,7,HpMUbuE9sZFGykTdqckHbYP5oaRa9TTBonjMFBFSzjdZ,16.690971
96,96,Ape #9662,Earring,Violet,Bullish,Blank Stare,Cosmic,Winter Beanie,Woah,5.1400000000000015,9.89,0.76,6.04,3.55,9.93,6.8599999999999985,97,5.643020899824088e-10,0.76,6.024285714285715,7,DPAJs74DLvNg2yyXzCfmDtYSzZ88bMcQj18LwLAi2wHb,16.486044
3312,3312,Ape #5002,,Creamsicle,,Mischievous,Amphibian,,Blep,75.97,10.41,3.1300000000000003,5.38,3.15,8.01,6.93,3313,2.3286047210138544e-08,3.1300000000000003,16.14,4,3ZhcAnXHjd3XZi7mYYeoADbEMo8vXR79v9YPxiBzuHYM,16.24461
922,922,Ape #4138,Earring,Mint,Bullish,Neutral,Chocolate,Ivy Cap,Pout,5.1400000000000015,10.28,0.76,11.98,16.6,5.7700000000000005,6.3100000000000005,923,2.9076351104027973e-09,0.76,8.120000000000001,7,FBYMNJ7rewX6vhkS5z7HtTMjLdVUosBibKq2XYNAn5zw,15.954846
1139,1139,Ape #8687,,Snow,Suit,Worry,Magma,Flat Cap,Woah,75.97,10.26,0.75,6.0600000000000005,2.07,7.06,6.8599999999999985,1140,3.551587648484196e-09,0.75,15.575714285714286,6,75mAKZrmp1jpWt8cUGoz5b43brhP2NgqbRBN6ZDhox7S,15.768561
690,690,Ape #5175,,Mint,Tank Top,Confident,Aquatic,Beret,Loathing,75.97,10.28,1.93,5.48,1.95,2.18,6.3100000000000005,691,2.215611306682321e-09,1.93,14.871428571428574,6,9uigYAr9K6uCgc93LgaBhER7MJ4nGVYHAmaK1J732K6s,15.014715
860,860,Ape #7976,,Scarlet,Tracksuit,Side Glance,Aquatic,Beret,Loathing,75.97,9.87,2.23,6.19,1.95,2.18,6.3100000000000005,861,2.776356654085743e-09,1.95,14.957142857142859,6,HEUPaY4db1whHtbbdnEcp3RGCn1B2gTQDj4nunnYWFxi,14.605221
434,434,Ape #8767,Diamond Stud,Mint,Bullish,Worry,Chocolate,,Ponder,3.76,10.28,0.76,6.0600000000000005,16.6,8.01,6.2799999999999985,435,1.4865085924480886e-09,0.76,7.392857142857144,6,7kXpRpLNrEa6dMnEhK2X4etHtk9sn9ZaAzTjXv31HdvB,14.44791
7,7,Ape #6147,Studded,Creamsicle,Bearish,Anger,Magma,Snapback,Confused,2.35,10.41,0.69,6.17,2.07,9.77,6.88,8,1.449126151478109e-10,0.69,5.477142857142859,7,439kuGwRmGZqNHDtd6NC8Pik8meJRZ1zKhDFHXcLuqUB,14.348989
10,10,Ape #5565,Diamond Studs,Rose,Suit,Anger,Magma,,Annoyed,3.4799999999999995,10.1,0.75,6.17,2.07,8.01,6.63,11,1.7879832052642162e-10,0.75,5.315714285714286,6,88juAtzRh3iT13bPkuwYxaPuFNfoN9eNsFqxca1JBGA3,14.240861
17,17,Ape #7590,Earring,Forest,Life Jacket,Bold,Aquatic,Winter Beanie,Pout,5.1400000000000015,9.62,0.64,5.89,1.95,9.93,6.3100000000000005,18,2.2774386090782481e-10,0.64,5.64,7,8sDzdAtrEoHfjhBGLjLzCVaq13R7xM5nZyE2hScedRQM,14.025482
186,186,Ape #3317,Diamond Stud,Sky,Bullish,Side Glance,Tattoo,Snapback,Cheeky,3.76,10.09,0.76,6.19,6.81,9.77,6.909999999999998,187,8.205460807704668e-10,0.76,6.327142857142857,7,6S1mebFqnHCq4MBts45w4esyd7wQn9U4cQDmpiaFQfrK,13.873667
1050,1050,Ape #4269,,Rose,Biker Jacket,Side Glance,Magma,Beret,Unimpressed,75.97,10.1,2.32,6.19,2.07,2.18,6.63,1051,3.2967233305120843e-09,2.07,15.065714285714288,6,6K8wG6CK4vbgEGdWMqhcbk7bmW6hwPzrqWbQYrdwwoqA,13.851438
459,459,Ape #5329,Diamond Stud,Forest,Bullish,Side Glance,Chocolate,,Cheeky,3.76,9.62,0.76,6.19,16.6,8.01,6.909999999999998,460,1.5634565265652518e-09,0.76,7.4071428571428575,6,3eaHyhxUeJmsk7od26BhFM4VakN7s1KsatbVAgqGkYsL,13.832641
3,3,Ape #2393,Hoops,Rose,Bearish,Relaxed,Amphibian,Ivy Cap,Confused,2.28,10.1,0.69,5.81,3.15,5.7700000000000005,6.88,4,1.154399816607005e-10,0.69,4.954285714285715,7,QqpjuafdQ7eFZmnTtADvDUoY5TuKPZqyxtjm5kFZuiV,13.615597
806,806,Ape #348,Earrings,Violet,Bearish,Confused,Coffee,Backwards Flat Cap,Smile,3.45,9.89,0.69,6.11,19.44,6.81,13.8,807,2.628016856663225e-09,0.69,8.598571428571429,7,F6cJLUJ8QLuMDyV4n7GiNHV2xqksJeBERo4FqPUav3zg,13.599374
159,159,Ape #9974,Earring,Snow,Bullish,Anger,Tattoo,Flat Cap,Ponder,5.1400000000000015,10.26,0.76,6.17,6.81,7.06,6.2799999999999985,160,7.466562293870736e-10,0.76,6.068571428571429,7,CL1dcNfzrQtAUBFjVfZ1Z6eDe488YeBFbiWoR224fXmz,13.58184
2107,2107,Ape #3930,,Mint,Tank Top,Zen,Aquatic,,Disgusted,75.97,10.28,1.93,5.37,1.95,8.01,6.64,2108,8.39463934699771e-09,1.93,15.735714285714286,5,BmD6HdjRFDjn6gAT2UpeJDkhsZha4Gy3ymAVB5ndsgoT,13.402379
714,714,Ape #3908,Diamond Studs,Scarlet,,Neutral,Cosmic,,Loathing,3.4799999999999995,9.87,3.1300000000000003,11.98,3.55,8.01,6.3100000000000005,715,2.310935268246792e-09,3.1300000000000003,6.618571428571428,5,kJrLMVAdxDmo7JGQAwhHodptCfRrRp8cqfs4xKvB8pt,13.329029
1345,1345,Ape #5388,,Scarlet,Down Vest,Anger,Aquatic,Flat Cap,Grin,75.97,9.87,0.97,6.17,1.95,7.06,6.78,1346,4.188757164388027e-09,0.97,15.53857142857143,6,3YcLq5YSgDTNpHQteG2EX6UF4wPwxWC5i9iXPbrSMJWQ,13.327932
2023,2023,Ape #1506,,Creamsicle,Down Vest,Blank Stare,Magma,Ivy Cap,Smile,75.97,10.41,0.97,6.04,2.07,5.7700000000000005,13.8,2024,7.637070044502408e-09,0.97,16.43285714285714,6,DnTmwXACRZSdD43o1BVhNduFS1besbrpJLGhPkKECkqW,13.257404
1885,1885,Ape #7826,,Scarlet,Backpack and Shirt,Bewildered,Magma,Backwards Ball Cap,Loathing,75.97,9.87,1.63,5.65,2.07,7.4700000000000015,6.3100000000000005,1886,6.737761559592516e-09,1.63,15.567142857142859,6,BGiGXNcjyt5VsV6Km9qu5x23P2D3Q5avEHj3aXX34ioQ,13.250261
669,669,Ape #8812,Earrings,Lime,Bullish,Confused,Coffee,Beanie,Unimpressed,3.45,9.81,0.76,6.11,19.44,10.66,6.63,670,2.1592846560712417e-09,0.76,8.122857142857143,7,37MAPJ1jtuza26sggsLqJ3dbMEAC1h7VNPQ6UuNJKgUp,13.208202
989,989,Ape #9353,Diamond Studs,Forest,Bearish,Neutral,Cream,Snapback,Blep,3.4799999999999995,9.62,0.69,11.98,16.68,9.77,6.93,990,3.1252450026942714e-09,0.69,8.45,7,CzGqZM8s8aBmj5bwHhUdYEUQdUCxTGC7uQKWBdgsXfMQ,13.112974
1566,1566,Ape #3121,,Scarlet,Formal Attire,Blank Stare,Magma,Backwards Ball Cap,Loathing,75.97,9.87,1.16,6.04,2.07,7.4700000000000015,6.3100000000000005,1567,5.125951744516967e-09,1.16,15.555714285714288,6,AhB8DZv6MDPoKDNk8q4Rc7hNUMDd1H2fJZ9AJoSnEump,12.9953985
15,15,Ape #2482,Studded,Mint,Decorated Shirt,Zen,Aquatic,,Ponder,2.35,10.28,1.69,5.37,1.95,8.01,6.2799999999999985,16,2.15054600948708e-10,1.69,5.1328571428571435,6,7bHtyXCgW3KjEqdUDhSJQrR657Y72Fwk5KE5rUThn4ib,12.978178
2013,2013,Ape #9721,,Snow,Down Vest and Flannel,Bewildered,Aquatic,Backwards Flat Cap,Blep,75.97,10.26,1.85,5.65,1.95,6.81,6.93,2014,7.497640645676855e-09,1.85,15.631428571428573,6,Csa5ET8R483u9YXgEyigm6TfK8SMtVvZ4UVZrjBKkbeH,12.925932
3005,3005,Ape #9051,,Creamsicle,Bullish,Bold,Cream,Deerstalker,Cheeky,75.97,10.41,0.76,5.89,16.68,4.69,6.909999999999998,3006,1.9136771857202267e-08,0.76,17.33,6,ACatk4JBxTELLgT3AV7jwVPsjze5u2YKkzqdy9jDD8fZ,12.877077
4818,4818,Ape #9036,,Mint,Bullish,Confused,Tamarin,Beanie,Smile,75.97,10.28,0.76,6.11,9.86,10.66,13.8,4819,5.260212023434689e-08,0.76,18.20571428571429,6,yMbJuvB3MWThtYdRS6WzytY55HJ58VSYU1KXcFBUAz4,12.830952
881,881,Ape #545,Earrings,Mint,,Worry,Bark,,Smile,3.45,10.28,3.1300000000000003,6.0600000000000005,3.78,8.01,13.8,882,2.8108170145894517e-09,3.1300000000000003,6.9300000000000015,5,3Sorqhthu8KXyt8Sbhpx1gCYzVdNFbq3TiNGUGezDNFR,12.748718
3108,3108,Ape #4562,,Rose,Bullish,Paranoid,Silverback,Visor,Blep,75.97,10.1,0.76,6.03,12.62,6.67,6.93,3109,2.0512227662589437e-08,0.76,17.011428571428574,6,BR7bd9kz2uW3QW7mqfZeKppZrgQHKYMceMtdowTbWtd9,12.671606
2131,2131,Ape #2728,,Sky,Bullish,Worry,Tamarin,Headscarf,Confused,75.97,10.09,0.76,6.0600000000000005,9.86,3.6,6.88,2132,8.621589938695732e-09,0.76,16.174285714285713,6,9yxKRCWLsF54wpjwFSQyZjQrwQuuZS5bunvRo7Sd91hy,12.629933
1703,1703,Ape #9941,,Snow,Bearish,Confused,Synth,,Ponder,75.97,10.26,0.69,6.11,3.49,8.01,6.2799999999999985,1704,5.768957970566021e-09,0.69,15.830000000000002,5,8MDccsmV96bRGQya8Sj61UPuKEh7aDB9UYVvBNYudjrv,12.60589
2456,2456,Ape #4083,,Sky,,Bewildered,Aquatic,Visor,Unimpressed,75.97,10.09,3.1300000000000003,5.65,1.95,6.67,6.63,2457,1.1689610797723146e-08,1.95,15.727142857142857,5,9cQyhLQN3up3G9ssoST4Je1aJWhHLpf2yLWDTfBXkAzL,12.574342
4428,4428,Ape #3038,,Snow,Bullish,Confident,Tamarin,Winter Beanie,Smile,75.97,10.26,0.76,5.48,9.86,9.93,13.8,4429,4.3862046177725625e-08,0.76,18.008571428571432,6,DHy63ceegKmNkf4TCfhkFonHjrftd3dJ7zqH3XUQLgff,12.568039
4151,4151,Ape #7097,,Snow,Bullish,Zen,Cream,Beanie,Bewildered,75.97,10.26,0.76,5.37,16.68,10.66,6.78,4152,3.834955333684833e-08,0.76,18.068571428571428,6,G2fA1xtJQQZXCTmv3QBJWQUQSyjHJBavUfa1ojtGdDCj,12.558747
126,126,Ape #8192,Bar,Creamsicle,Dress Shirt,Worry,Magma,,Cheeky,3.5700000000000003,10.41,2.58,6.0600000000000005,2.07,8.01,6.909999999999998,127,6.65720889311764e-10,2.07,5.658571428571428,6,78LCXJSLoyuvPiUbckPmUTb4ktGKmeMbSGBzmwTszBgu,12.552316
1747,1747,Ape #7707,,Sky,,Zen,Aquatic,Headscarf,Annoyed,75.97,10.09,3.1300000000000003,5.37,1.95,3.6,6.63,1748,5.996565149502697e-09,1.95,15.248571428571427,5,DVvaKi1ULcC7odr7ZExvGZ1YLDDwdarrks7kXMYZ4vKf,12.537838
1307,1307,Ape #4545,,Creamsicle,Overcoat,Bewildered,Magma,Beret,Disgusted,75.97,10.41,3.04,5.65,2.07,2.18,6.64,1308,4.0701442916294085e-09,2.07,15.137142857142859,6,553eysWTf9w18RyjdLvLUimPZ8Ebz1PmMawpaHzLWXjh,12.496541
2958,2958,Ape #7130,,Creamsicle,Bullish,Confused,Tamarin,,Pout,75.97,10.41,0.76,6.11,9.86,8.01,6.3100000000000005,2959,1.830148999274428e-08,0.76,16.775714285714287,5,3kXkGbJJeFMZaSFstuhDF1HHF3BG8FREHg6hxGomamWE,12.480276
2603,2603,Ape #342,,Lime,,Mmmmkay,Aquatic,Backwards Ball Cap,Annoyed,75.97,9.81,3.1300000000000003,5.94,1.95,7.4700000000000015,6.63,2604,1.338168054344084e-08,1.95,15.842857142857142,5,9nGGLKmnj2cMv2W2YxPxQiMkrd8W2ndZ5KUKpy9cdPF5,12.478814
326,326,Ape #7061,Diamond Studs,Creamsicle,Bullish,Mischievous,Silverback,Winter Beanie,Ponder,3.4799999999999995,10.41,0.76,5.38,12.62,9.93,6.2799999999999985,327,1.1657195729918855e-09,0.76,6.98,7,75Ve8TiJCxHZcbVdPEZBQ2ycGtUdUSQkkjfZ2aAmt6ot,12.455399
2122,2122,Ape #1185,,Lime,Biker Jacket,Mmmmkay,Aquatic,Backwards Flat Cap,Ecstatic,75.97,9.81,2.32,5.94,1.95,6.81,6.260000000000002,2123,8.537714346250985e-09,1.95,15.58,6,4YrJAZ3XDaPwqgi8uETqBFRvM9yd3AmfudaAcEDqqKxQ,12.416635
4139,4139,Ape #4840,,Rose,Bullish,Confused,Coffee,,Confused,75.97,10.1,0.76,6.11,19.44,8.01,6.88,4140,3.817117401940664e-08,0.76,18.181428571428565,5,G6p5PQPx6MQg3U888h2BJxW8ky2XWTeDfHHC4XS8Q7FM,12.400647
3455,3455,Ape #1223,,Mint,Bullish,Mischievous,Chocolate,Backwards Flat Cap,Cheeky,75.97,10.28,0.76,5.38,16.6,6.81,6.909999999999998,3456,2.494389997555701e-08,0.76,17.529999999999998,6,F5KSapiow9jsNfABeNCgEY9AnvCsa9QeZNu84nkjym1p,12.38138
4200,4200,Ape #5684,,Creamsicle,Bullish,Side Glance,Coffee,,Grin,75.97,10.41,0.76,6.19,19.44,8.01,6.78,4201,3.927856091499067e-08,0.76,18.222857142857144,5,FauUbdtdWgyoQmLSNuUJtyfKRxHuCSmwtjG3HVdgLVF3,12.377268
1100,1100,Ape #1614,,Lime,V Neck,Worry,Magma,Headscarf,Loathing,75.97,9.81,1.63,6.0600000000000005,2.07,3.6,6.3100000000000005,1101,3.4615735825057587e-09,1.63,15.064285714285715,6,94ELS6X7xyCHVry2D2LBNiUUKZUEm3im647rVePBXUSf,12.335454
1049,1049,Ape #5591,Diamond Stud,Rose,Life Jacket,Neutral,Chocolate,Winter Beanie,Woah,3.76,10.1,0.64,11.98,16.6,9.93,6.8599999999999985,1050,3.292512731660329e-09,0.64,8.552857142857144,7,9TKicMRSUd6xze7ed6u3kckyA8EjHuDtaYXAGEnW9kRP,12.330842
62,62,Ape #6263,Hoops,Forest,,Paranoid,Aquatic,,Cheeky,2.28,9.62,3.1300000000000003,6.03,1.95,8.01,6.909999999999998,63,4.4680368217774115e-10,1.95,5.418571428571428,5,FwnXpHbogAvvdti2q8KxM3Uz5QFkTr92Baem8CCQSzc5,12.316239
115,115,Ape #15,Studded,Wheat,Life Jacket,Confused,Silverback,,Woah,2.35,9.67,0.64,6.11,12.62,8.01,6.8599999999999985,116,6.162139237859058e-10,0.64,6.608571428571429,6,DhPgpVTdJzUPCkrcVFFZjhp8kdHiDwG1ujuKNFi3wRZG,12.312348
375,375,Ape #6541,Diamond Studs,Scarlet,Bullish,Bold,Silverback,Snapback,Confused,3.4799999999999995,9.87,0.76,5.89,12.62,9.77,6.88,376,1.3042704069976184e-09,0.76,7.038571428571428,7,dXcy8iRZ3by1pRDiQGy87LnYyMT4WMyNAsw2GtD5x6Z,12.311134
841,841,Ape #3455,Diamond Studs,Snow,Buttondown,Blank Stare,Magma,,Smile,3.4799999999999995,10.26,5.510000000000002,6.04,2.07,8.01,13.8,842,2.718924136990501e-09,2.07,7.024285714285713,6,6KudgYogYBU18dCQks9YdishijBA1QGnjpwQ376yZRH3,12.293668
406,406,Ape #3469,Earring,Snow,,Worry,Bark,Western Hat,Blep,5.1400000000000015,10.26,3.1300000000000003,6.0600000000000005,3.78,5.29,6.93,407,1.3861433569700112e-09,3.1300000000000003,5.798571428571428,6,8P8JQuR7d4uzGuL7yRokJVtSsMHySrbAkx1TfMQchWPE,12.288275
1391,1391,Ape #6280,,Wheat,Hooded Jacket,Blank Stare,Magma,Beret,Blep,75.97,9.67,3.14,6.04,2.07,2.18,6.93,1392,4.357077259103841e-09,2.07,15.142857142857144,6,EX3pGG3FJQA89gbkV5pbZzdpZBCSehncAKH8SAU9gRsY,12.274358
1843,1843,Ape #2125,,Scarlet,V Neck,Content,Aquatic,Flat Cap,Loathing,75.97,9.87,1.63,6.13,1.95,7.06,6.3100000000000005,1844,6.508426873941885e-09,1.63,15.56,6,Da23y6s8qhGywRiRbHJqUvceH3BCjuEVLNVXEDjSXxod,12.272666
55,55,Ape #1064,Diamond Stud,Rose,V Neck,Blank Stare,Magma,,Blep,3.76,10.1,1.63,6.04,2.07,8.01,6.93,56,4.2960552485950916e-10,1.63,5.505714285714285,6,CuTCSt49rEoXQr82TxMTdG7LGWNAPfz6RzqHvU6zETDN,12.271571
3695,3695,Ape #2419,,Snow,Bullish,Side Glance,Cream,Flat Cap,Bewildered,75.97,10.26,0.76,6.19,16.68,7.06,6.78,3696,2.9276838006207503e-08,0.76,17.67142857142857,6,H9poqycofNX31LaAiE9kkHZsm6HEUftTyZjV8ZmZYkXi,12.256066
1943,1943,Ape #7586,,Rose,Down Vest and Flannel,Relaxed,Aquatic,Flat Cap,Ecstatic,75.97,10.1,1.85,5.81,1.95,7.06,6.260000000000002,1944,7.107633188661724e-09,1.85,15.571428571428573,6,qKKRXLKq9m12MffGWdYqJ14LHUAE5e55VHkiCjDxr2k,12.249966
3068,3068,Ape #9140,,Wheat,Bullish,Mischievous,Cream,Ivy Cap,Woah,75.97,9.67,0.76,5.38,16.68,5.7700000000000005,6.8599999999999985,3069,1.9831722808834682e-08,0.76,17.298571428571428,6,Hcck8aiU88ppscP6NGjGwi3RDVTCg3o3dfjzZeXmNkdW,12.249021
2084,2084,Ape #2990,,Sky,Bomber,Zen,Magma,Backwards Ball Cap,Loathing,75.97,10.09,2.04,5.37,2.07,7.4700000000000015,6.3100000000000005,2085,8.193284819051527e-09,2.04,15.617142857142856,6,HDKZMd1VVuD4tpF6S63EmsvVKfWazDmZvtrjbHoWqnoF,12.242577
2402,2402,Ape #6221,,Creamsicle,Overalls,Unimpressed,Aquatic,,Unimpressed,75.97,10.41,2.36,5.7700000000000005,1.95,8.01,6.63,2403,1.1152219992820857e-08,1.95,15.87142857142857,5,CF9fdkDBx2C74En9JBxUrTruHfYpRpuz8nTHNFhGVpop,12.23481
1520,1520,Ape #3130,,Scarlet,V Neck,Zen,Magma,Ivy Cap,Ecstatic,75.97,9.87,1.63,5.37,2.07,5.7700000000000005,6.260000000000002,1521,4.9072892915423455e-09,1.63,15.27714285714286,6,39NxiqXUoFDuuxsTtmteyn8ZmEMsKEJAGKFFXJGQSPpt,12.217444
2337,2337,Ape #3365,,Lime,,Zen,Aquatic,Backwards Flat Cap,Ponder,75.97,9.81,3.1300000000000003,5.37,1.95,6.81,6.2799999999999985,2338,1.0446507587630243e-08,1.95,15.617142857142856,5,FJiGkeRxehAwvbwTsPA8vMWP5CrLuzKyQeWFECJ3jzCt,12.216574
42,42,Ape #4147,Diamond Stud,Lime,Bearish,Content,Synth,Winter Beanie,Confused,3.76,9.81,0.69,6.13,3.49,9.93,6.88,43,3.7198851486024745e-10,0.69,5.812857142857142,7,7hmb188cHy6e3rYXPS3txRZJ5PVGhbt3W2haZXNYJCMU,12.216194
2319,2319,Ape #5207,,Creamsicle,Bullish,Relaxed,Tattoo,Backwards Flat Cap,Loathing,75.97,10.41,0.76,5.81,6.81,6.81,6.3100000000000005,2320,1.0218947398647648e-08,0.76,16.125714285714285,6,3ckhc82Krm8gtGYib1tbPVbZznaT5KVjcwFo9yfhN2e3,12.206692
5,5,Ape #6450,Diamond Stud,Mint,Backpack,Anger,Magma,Western Hat,Unimpressed,3.76,10.28,0.74,6.17,2.07,5.29,6.63,6,1.2812603577010628e-10,0.74,4.991428571428571,7,6Y9g4Tuic7ZFtmKKtcrXQukvLNScEsLJZZXf4DmH9Ywv,12.191136
1373,1373,Ape #788,,Violet,Backpack and Shirt,Paranoid,Aquatic,Deerstalker,Loathing,75.97,9.89,1.63,6.03,1.95,4.69,6.3100000000000005,1374,4.261673243485469e-09,1.63,15.21,6,H1mMhK4kWYeYpQDngjJmHXxvBi4JPMeiNdkP1o9iSFYs,12.189447
2387,2387,Ape #9374,,Forest,,Unimpressed,Aquatic,Headphones,Pout,75.97,9.62,3.1300000000000003,5.7700000000000005,1.95,6.75,6.3100000000000005,2388,1.0962386063048758e-08,1.95,15.642857142857142,5,EgeKPosZaArTmA8fAuQxXuq1MoAg73DTGEWCB1MyAw5b,12.179994
2068,2068,Ape #5325,,Lime,Bullish,Confused,Synth,Snapback,Bewildered,75.97,9.81,0.76,6.11,3.49,9.77,6.78,2069,8.000472207098974e-09,0.76,16.09857142857143,6,GZb7Ud17nMerFwfRpQvEKTn8JYEtuQhpHrp7GDfGwABc,12.164551
38,38,Ape #1345,Earrings,Violet,Down Vest,Confident,Cosmic,,Unimpressed,3.45,9.89,0.97,5.48,3.55,8.01,6.63,39,3.4193383482793976e-10,0.97,5.425714285714285,6,6KzdYEQn31jL1ECjUvh3bLY5Pkxrmj7M9S2H6A2bTshp,12.158855
1317,1317,Ape #9621,,Scarlet,Vest,Zen,Magma,Visor,Ecstatic,75.97,9.87,1.18,5.37,2.07,6.67,6.260000000000002,1318,4.106634814942231e-09,1.18,15.341428571428573,6,3qpp4NVBvoAfHm2tPegmRdF7dmLVKpPP8kGFmwudBBLE,12.132224
1523,1523,Ape #9177,,Lime,Bearish,Worry,Amphibian,,Ecstatic,75.97,9.81,0.69,6.0600000000000005,3.15,8.01,6.260000000000002,1524,4.922097948152028e-09,0.69,15.707142857142859,5,77DauG6YnCQJYY9edHFCtT7fYZhQ85LspPZh71qEiq9G,12.126403
2137,2137,Ape #8107,,Violet,Bomber,Content,Magma,Flat Cap,Pout,75.97,9.89,2.04,6.13,2.07,7.06,6.3100000000000005,2138,8.664299689656171e-09,2.04,15.638571428571426,6,BtuBWc9ZMKGptKWLu6aVikmEzvLo9vcccMJPpLaEuom6,12.087892
1571,1571,Ape #9942,,Mint,Down Vest and Flannel,Relaxed,Magma,Deerstalker,Loathing,75.97,10.28,1.85,5.81,2.07,4.69,6.3100000000000005,1572,5.142279156323529e-09,1.85,15.282857142857145,6,9o6qZHkduL1oFfjTYSUsSLmjSir3k9vPTQshSGSh5xfM,12.064753
2116,2116,Ape #6098,,Sky,Biker Jacket,Anger,Aquatic,Ivy Cap,Woah,75.97,10.09,2.32,6.17,1.95,5.7700000000000005,6.8599999999999985,2117,8.469172561019999e-09,1.95,15.59,6,E1TbZcwNULMUAzRM4uJKSYRjMntEa4cy3N8xNJJSSEWj,12.064277
4327,4327,Ape #5397,,Wheat,Bullish,Side Glance,Chocolate,Western Hat,Smile,75.97,9.67,0.76,6.19,16.6,5.29,13.8,4328,4.188086937074741e-08,0.76,18.32571428571429,6,CpiEqdVen4xSQBL6D8SEvpCgvus3z6u5v7WawD1dCNqC,12.050661
2351,2351,Ape #3262,,Forest,,Mmmmkay,Aquatic,Ivy Cap,Blep,75.97,9.62,3.1300000000000003,5.94,1.95,5.7700000000000005,6.93,2352,1.0594772609650796e-08,1.95,15.615714285714285,5,H9TR3S9EPenCbZ8AACR9YXiAj7Ac2ZitGHFeXRicpvBW,12.050334
2109,2109,Ape #8683,,Mint,Adventurer,Mmmmkay,Magma,Backwards Ball Cap,Blep,75.97,10.28,1.69,5.94,2.07,7.4700000000000015,6.93,2110,8.401030715141793e-09,1.69,15.764285714285714,6,FDD4xBetJcwQvAKL6X6n4FwQd6zQoz4SZTMk7Fj1cSYg,12.031818
2779,2779,Ape #7868,,Snow,Bullish,Bold,Tamarin,Headphones,Bewildered,75.97,10.26,0.76,5.89,9.86,6.75,6.78,2780,1.5744495745283205e-08,0.76,16.610000000000007,6,3htockuQwm9hzFf1soQsC82BbjbVwofFGQb2wuNif3LV,11.998147
2453,2453,Ape #9589,,Mint,Bomber,Content,Aquatic,Snapback,Ecstatic,75.97,10.28,2.04,6.13,1.95,9.77,6.260000000000002,2454,1.1647410750321486e-08,1.95,16.057142857142857,6,AKTXTw6vAC54kikLXKybw1LUqm7XsS71AMQYyhrzRn7r,11.978396
1151,1151,Ape #1404,,Sky,Softball League,Relaxed,Magma,Beret,Annoyed,75.97,10.09,2.69,5.81,2.07,2.18,6.63,1152,3.584281184973732e-09,2.07,15.062857142857144,6,9wSHd2mz4uHxsKd5zo3E4wTtSJfBb8HbasoSdcQpQjSD,11.971466
16,16,Ape #9350,Hoops,Wheat,Life Jacket,Paranoid,Cosmic,Beanie,Cheeky,2.28,9.67,0.64,6.03,3.55,10.66,6.909999999999998,17,2.224960023678313e-10,0.64,5.677142857142857,7,6wfTR9SyyGh9zFNsmv6PBVFgC6U3er1re5iNLCen8rBU,11.962616
