,Unnamed: 0,name,Background,Body,Clothing,Eyes,Head,Mouth,trait_5_rarity,trait_3_rarity,trait_0_rarity,trait_2_rarity,trait_4_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
1853,1853,Primate #7503,Green,Stone,Cardigan Sweater,Eye Patch,Fedora,Cigarette,9.64,7.79,2.03,3.02,1.18,5.09,1854,2.7651408748892315e-09,1.18,4.791666666666667,6,H4GjP1B3PSeFg1xwVuiVZGaEtuYgwGbjTgRNVGhTvmDf,16.79341
1335,1335,Primate #9760,Red,Pill,Sleeveless Hoodie,Parallelogram Glasses,Brains,Jngl Grill,10.48,4.15,1.95,3.0,1.92,4.66,1336,2.2764199910399998e-09,1.92,4.36,6,Fk1KrQ3xdNpdGWaH3srGQt36xCB2XTdZJ2X7fP7Sq8bV,16.79321
958,958,Primate #2573,Orange,Caution Tape,Championship Belt,Classy Glasses,Skate Helmet,Snake,9.85,8.89,1.24,3.58,1.0,4.94,959,1.9203025215920002e-09,1.0,4.916666666666667,6,FoZnRMRsemTELwfCJ1JZiJPSzNzzESxfkQxfnBwA4csx,16.79109
1691,1691,Primate #1661,Pink,Naked,Bouncer,Jngl Intestines,Crew Cut,Sassy,9.83,19.21,1.69,1.82,0.77,5.86,1692,2.6207603915172683e-09,0.77,6.53,6,AScuUHjZRgjgq8xHn9hjiy7HPyokWE4e4RRPtz639WjL,16.791035
2051,2051,Primate #3925,Mint,Pill,Half Zip Pullover,Eyeball,Hippie Hat,Excited,10.15,4.15,1.29,2.85,1.77,10.79,2052,2.9576271231438755e-09,1.29,5.166666666666667,6,9xBKuZGbMPFHUBJ9vX3n7t1WLBjZ5bpCRkFEAoUH9emB,16.790003
3803,3803,Primate #9819,Yellow,Glitch,Hype Fanny Jacket,Superstar Glasses,Professor,Dumbfounded,9.83,6.45,2.43,1.88,1.85,9.1,3804,4.876300669148999e-09,1.85,5.256666666666666,6,2opzkZyS6mmYTSaajumj4mgNDSPs4rT7Hg3JZa325GU1,16.789919
973,973,Primate #2181,Green,Test Dummy,Basic Hoodie,Monocle,Horned Cap,Bubble Gum,9.64,4.17,1.51,2.8000000000000003,2.3800000000000003,4.8,974,1.9416290535936007e-09,1.51,4.216666666666668,6,2sD4ht14UMNEYmFq94P43AvP871vcKUGBmnx5tJC8Z97,16.789658
2416,2416,Primate #545,White,Glitch,Motorcycle Jacket,Questionable,Crew Cut,Dumbfounded,10.19,6.45,1.91,3.75,0.77,9.1,2417,3.29860756850625e-09,0.77,5.361666666666667,6,EmTdt4549cyR72omJNHHNBPfwesSVUaf16GUvYuwy9Rb,16.787306
2274,2274,Primate #2849,Blue,Intestines,,Classy Glasses,Propeller Hat,Jngl Grill,10.37,4.23,2.04,3.58,2.12,4.66,2275,3.164857026922944e-09,2.04,4.5,5,FLx2vVD528JEs1mRbGnWNog5ctbdYVcXERGCqsQnM9mo,16.786911
3187,3187,Primate #2015,Yellow,Glitch,Striped Jacket,Censored,Red Fedora,Dumbfounded,9.83,6.45,1.76,1.94,2.11,9.1,3188,4.1567267645904e-09,1.76,5.198333333333333,6,EniXUERBoWRGYJPKf1jtHFvZC7xSe8EaqN28QBVz8hHp,16.785213
1187,1187,Primate #8022,Orange,Tribesman,Baseball Jersey,Crossed Out,Racing Helmet,Vampire,9.85,6.68,2.06,3.37,1.12,4.18,1188,2.1384747104089602e-09,1.12,4.543333333333333,6,Et8eViW3q69Ew1FduE8piYvMHffLQjeZuxrQ6RqpcGmm,16.778957
2132,2132,Primate #9771,Lilac,Robot,Windbreaker,Meth Scientist,Fedora,Tnt,10.0,8.790000000000001,2.03,1.83,1.18,7.88,2133,3.036296839464e-09,1.18,5.285,6,3DZAd7srLnfQ5HUgRXYDCPK9ZgMe89oJh5wmFU1EFS9i,16.778513
4201,4201,Primate #9194,Red,Naked,Cyber Zip-Up,Squinted,Aviator Helmet,Tnt,10.48,19.21,0.89,3.85,1.0,7.88,4202,5.435826683056e-09,0.89,7.218333333333334,6,3iFYm2KFWXwKzBWJ3xQbTezCdqMGkSGkLDbBUuRZJJh8,16.77823
5094,5094,Primate #301,Red,Caution Tape,Royal Coat,Thief,Crown,Content,10.48,8.89,1.44,1.97,1.4500000000000002,18.05,5095,6.917305719945599e-09,1.44,7.046666666666668,6,4iK3DW8tiWM9tghUBkkm7SbSKHQApwG48SjpfqoVA9ch,16.77578
2581,2581,Primate #9134,Blue,Skeleton,Layered Jacket,Vr Headset,Outdoor Hat,Skelly,10.37,6.3100000000000005,2.2,2.09,2.8400000000000003,4.05,2582,3.4605923694012e-09,2.09,4.6433333333333335,6,9hL9ps9qqdHD5rBw6MnMftvQdUzTmKvbodEoWb2Gw1TV,16.7738
3577,3577,Primate #5456,Blue,Glitch,Studded Punk Jacket,Vr Headset,Outdoor Hat,Amused,10.37,6.45,1.65,2.09,2.8400000000000003,7.07,3578,4.6313377629057e-09,1.65,5.078333333333333,6,NrMsmjWysbeuYizLhMi6yGnH2NMTfv8AZV7sB8GdycT,16.771439
5553,5553,Primate #8791,Yellow,Mutated Zombie,Striped Polo,Thinking,Guzzler Hat,Sassy,9.83,7.57,2.13,4.32,1.98,5.86,5554,7.944664353962689e-09,1.98,5.281666666666666,6,5LM9q15sHESPUhNXUHQJaj48L2pLG9FYb6KoabotriND,16.771322
1425,1425,Primate #3485,Orange,Stone,,Thug Life Glasses,Thin Mohawk,Stitches,9.85,7.79,2.04,2.9000000000000004,2.0,2.62,1426,2.3786642229600004e-09,2.0,4.533333333333333,5,6PEHCUKYUjjnQr3hyMquPbMNaQ99xBZMEdrD58q1tigJ,16.771227
1638,1638,Primate #5645,Lilac,Caution Tape,Tiger Robe,Hockey Mask,Cowboy Hat,Cigarette,10.0,8.89,1.61,2.11,1.67,5.09,1639,2.5671092156570004e-09,1.61,4.8950000000000005,6,HdnK4zF8yGczc69z2z712e9YZB6dy3emgFjSv6pi1HeS,16.76849
1729,1729,Primate #779,Blue,Mutated Zombie,Vest N Tie,Jngl Intestines,Red Fedora,Bubble Gum,10.37,7.57,1.83,1.82,2.11,4.8,1730,2.6480172278851213e-09,1.82,4.75,6,7uNdZs4kLdiM87vmXhFkgeD6LNT3ZNsWSx7iZxnC14Yc,16.767464
1597,1597,Primate #1609,Lilac,Tiger,Striped Polo,Hockey Mask,Pom Beanie,Jngl Grill,10.0,6.63,2.13,2.11,1.83,4.66,1598,2.541046389102001e-09,1.83,4.56,6,J8kNYTbjzSgXmJ8ZL4ZBAyD8nsWAMn3C1krVdUG2Y4g,16.767155
7537,7537,Primate #9440,Orange,Robot,Sleeveless Hoodie,Thug Life Glasses,Guzzler Hat,Content,9.85,8.790000000000001,1.95,2.9000000000000004,1.98,18.05,7538,1.7498471372167507e-08,1.95,7.253333333333334,6,74Fw1rFJ6yz1Z68PfawSJsGiJNBUgfhKtFxpWDex6JHU,16.767132
8434,8434,Primate #1305,White,Glitch,Prince Jacket,Flip-Up Glasses,,Sassy,10.19,6.45,1.53,2.78,19.05,5.86,8435,3.1207768909496104e-08,1.53,7.6433333333333335,5,2toJSife5ahiT2SA9VBP4jytZvRDC3vxRutqhH3zhoR3,16.765608
2684,2684,Primate #1351,Mint,Glitch,Blingin Polo,Enucleated,Camo Cap,Vampire,10.15,6.45,1.47,3.87,2.29,4.18,2685,3.5650516051111497e-09,1.47,4.735,6,3ci26EJLXoiqKHCGL7MBAA8F6dFUtzdTrYXUaSQAvoNJ,16.764948
1976,1976,Primate #8935,Red,Scarred,Knitted Tee,Thief,Beanie,Vampire,10.48,9.13,1.95,1.97,1.87,4.18,1977,2.8731002902773605e-09,1.87,4.93,6,HYRUwKkwQCEYmaVUq2yuqt8fd3GxfiX3UX2sBjCh6H9a,16.762798
1655,1655,Primate #3722,Lilac,Robot,Layered Jacket,Baller Shades,Racing Helmet,Skelly,10.0,8.790000000000001,2.2,2.95,1.12,4.05,1656,2.5876564560000007e-09,1.12,4.851666666666667,6,7KpVrrYtbU9TbjvH5KStvSLw6coVvk5Y5j6dbUn6qHmW,16.760965
4032,4032,Primate #8079,White,Scarred,Casual Denim Jacket,Meth Scientist,Guzzler Hat,Tnt,10.19,9.13,1.95,1.83,1.98,7.88,4033,5.179908286804681e-09,1.83,5.493333333333332,6,7nS2w2svBqMawbTSMGFQ1MN5kd2PrrqZ4pKhusFUxbw6,16.758615
1372,1372,Primate #1320,Red,Tiger,Casual Denim Jacket,Thief,Captain Cap,Vampire,10.48,6.63,1.95,1.97,2.07,4.18,1373,2.3095229158029595e-09,1.95,4.546666666666666,6,9YPF41qFsrRmjzxg1jCuiczjuwAo1YAJE1k1mBnsfAgy,16.757492
2830,2830,Primate #6483,White,Glitch,Sleeveless Hoodie,Enucleated,Hippie Hat,Pipe,10.19,6.45,1.95,3.87,1.77,4.24,2831,3.7223619310566e-09,1.77,4.745,6,HLsBdrc4NC9jvSWvRGg5ejkFdY4xZu3xPynwNZ6YkLMc,16.753405
3020,3020,Primate #2369,Pink,Scarred,,Parallelogram Glasses,Beanie,Cigar,9.83,9.13,2.04,3.0,1.87,3.85,3021,3.954376837026e-09,1.87,4.953333333333334,5,Bz799hReeyDg7DgPzUXgYgUujrRGhopncHmSB8GW1Qig,16.753145
2052,2052,Primate #6627,Orange,Caution Tape,Motorcycle Jacket,Mummified,Propeller Hat,Banana,9.85,8.89,1.91,2.96,2.12,2.82,2053,2.959702361568961e-09,1.91,4.758333333333334,6,BCr5GagbyLwrXJUxuS5PbJKnvALi7d83sDW8qBU4vgSj,16.753012
3185,3185,Primate #4576,Pink,Glitch,Hype Fanny Jacket,Enucleated,Reggae Braids,Skelly,9.83,6.45,2.43,3.87,1.72,4.05,3186,4.1534973834021005e-09,1.72,4.7250000000000005,6,3eH8wPNCNPZ4SUdrKr8RNjEvHafUiRpZfZpQxYNT1yWj,16.752779
2732,2732,Primate #6139,Blue,Skeleton,Tri-Color Zip-Up,Parallelogram Glasses,Outdoor Hat,Skelly,10.37,6.3100000000000005,1.6,3.0,2.8400000000000003,4.05,2733,3.61262361312e-09,1.6,4.695,6,EjvoSZV6JL1iD4Jjx2m7Wkg5CDYT1rC9u1qMA77xWSfP,16.752436
1930,1930,Primate #3207,Red,Skeleton,Formal Collared Shirt,Wide Eyed,Standing Dreads,Tnt,10.48,6.3100000000000005,1.41,4.7,0.8200000000000001,7.88,1931,2.8317028789881605e-09,0.8200000000000001,5.266666666666667,6,DezWbxseLwYXQuSpkyWf5HAQjVAsfUd1z5MVJkgPTT1P,16.752348
2296,2296,Primate #8402,Lilac,Glitch,Vest N Tie,Undercover Glasses,Thin Mohawk,Snake,10.0,6.45,1.83,2.73,2.0,4.94,2297,3.183687234000001e-09,1.83,4.658333333333333,6,ApjGN8zj6ehHGjHiSJso2EkMruSgCG1qtu6h8dFMR1T7,16.74861
2101,2101,Primate #8829,White,Skeleton,Basic Hoodie,Questionable,Braids,Vampire,10.19,6.3100000000000005,1.51,3.75,1.97,4.18,2102,2.9981562754852498e-09,1.51,4.651666666666667,6,4oQVLPPxPtYi7PXk8t47r4LA3mjbvLQqqwUcuWpK1yo6,16.744032
1524,1524,Primate #2569,Lilac,Tiger,Winter Coat,Cyber Gas Mask,Thin Mohawk,Pipe,10.0,6.63,2.18,2.02,2.0,4.24,1525,2.4758096064e-09,2.0,4.511666666666666,6,5JpqFSxwC1QYX2komZYP4KAtMneZ4ZF1gMxpHyWPkd7d,16.74322
3218,3218,Primate #9351,Yellow,Glitch,Prisoner Uniform,Wide Eyed,Unkept Hair,Excited,9.83,6.45,1.89,4.7,0.69,10.79,3219,4.193179269101551e-09,0.69,5.7250000000000005,6,6qt2M4MeRKZvSzswCpTXxdkgQv5P47RsKHCEismSsuSs,16.741665
2706,2706,Primate #5989,White,Naked,Striped Tee,Thinking,Bag Mask,Snake,10.19,19.21,1.48,4.32,0.58,4.94,2707,3.585931205545729e-09,0.58,6.786666666666666,6,8tnhmKJYw5Z1ohxzfDCGgj6JCXJit7aW9ZZqD1XeyHPi,16.740784
4362,4362,Primate #2127,Green,Naked,Armor,Meth Scientist,Tactical Helmet,Dumbfounded,9.64,19.21,2.02,1.83,0.91,9.1,4363,5.66878051982424e-09,0.91,7.118333333333332,6,B1EGMz5mk67DvHknVzPZ77Jy2PsuSfAXABBY23Fk9JfE,16.7384
4408,4408,Primate #2697,Blue,Scarred,Half Zip Pullover,Bandages,Guzzler Hat,Tnt,10.37,9.13,1.29,3.01,1.98,7.88,4409,5.735841575470776e-09,1.29,5.6099999999999985,6,2KPEnoMp2XVBnWQ77tPQTs6kjbPXxJbA2VmySEsiHQdD,16.735651
1980,1980,Primate #1495,Yellow,Robot,Diving Jacket,Slashed,Devil Horns,Bubble Gum,9.83,8.790000000000001,1.6,3.19,1.36,4.8,1981,2.8789439145984002e-09,1.36,4.928333333333334,6,92fnLQKfhnoZsaJos4AWZDqQkeApeuM7SusudGYimNNQ,16.731121
2069,2069,Primate #4250,Blue,Pill,Straight Jacket,Thief,Red Fedora,Excited,10.37,4.15,1.54,1.97,2.11,10.79,2070,2.9724715053133105e-09,1.54,5.155,6,CB4HM3Pn8LtKoEnWmCRESN4LhH2iz68Pj2yGTafZnogq,16.730309
1094,1094,Primate #3245,Green,Scarred,Exoskeleton,Censored,Anonymous,Sassy,9.64,9.13,1.44,1.94,1.43,5.86,1095,2.0603722261224968e-09,1.43,4.906666666666667,6,ACaez6Qry1skuhfwZ56wYPx3o13gxhokBfDpJesjLr4S,16.729937
6503,6503,Primate #3995,Orange,Naked,Sleeveless Hoodie,Crossed Out,Headshot,Tnt,9.85,19.21,1.95,3.37,1.13,7.88,6504,1.1072170594715101e-08,1.13,7.231666666666666,6,5mX42VfiMbJnDfponJEirTXE5X9LbPqAxcJ1H1zmoj2m,16.726387
1508,1508,Primate #279,Mint,Tribesman,Straight Jacket,Snow Goggles,Outdoor Hat,Skelly,10.15,6.68,1.54,2.0500000000000003,2.8400000000000003,4.05,1509,2.462013612828e-09,1.54,4.551666666666667,6,2yGgG5mU2yhvsu1NHz5iLNHx3F4r8V95unPS5XKmUJCN,16.72572
1068,1068,Primate #2457,Pink,Caution Tape,Turtleneck,Squinted,Bag Mask,Amused,9.83,8.89,1.48,3.85,0.58,7.07,1069,2.04185609614756e-09,0.58,5.283333333333334,6,GWy2Dzqhq2dCig9Yhik5d5DifJ9dLt58e49PfPTF6iHb,16.719828
1215,1215,Primate #6255,Purple,Caution Tape,Basic Hoodie,Eye Patch,Luscious Hair,Cigar,9.66,8.89,1.51,3.02,1.44,3.85,1216,2.171130854397121e-09,1.44,4.7283333333333335,6,2rv12sbpk9bHMY96bxR5jwpEpnVEysiuUV8gteLD1maX,16.719452
1179,1179,Primate #1075,Pink,Test Dummy,Aviator Jacket,Cyber Gas Mask,Newsboy Hat,Tnt,9.83,4.17,2.03,2.02,1.61,7.88,1180,2.132500166200488e-09,1.61,4.59,6,NXbwoEMeZ2RqyKiRsWTToDMVz1dWn9JAdt96YoofYPH,16.719397
6774,6774,Primate #2733,Red,Naked,Striped Polo,Baller Shades,Guzzler Hat,Snake,10.48,19.21,2.13,2.95,1.98,4.94,6775,1.2373210632800158e-08,1.98,6.948333333333332,6,B2aMZZVWrhjomk1tSztpbtYSdTsZnfsjrYpeuRizJr1r,16.718788
8315,8315,Primate #8869,Red,Glitch,Basketball Jersey,Pritv,,Bubble Gum,10.48,6.45,1.46,3.17,19.05,4.8,8316,2.8606803490368002e-08,1.46,7.568333333333332,5,2FhG3dzptB1a3HRbJ9uq7SEHKgtpm2SCwD851BC4Rq3Z,16.71844
4119,4119,Primate #2637,Orange,Glitch,Formal Collared Shirt,Parallelogram Glasses,Pom Beanie,Excited,9.85,6.45,1.41,3.0,1.83,10.79,4120,5.3065082886075e-09,1.41,5.555,6,3HyfbbMUicPVZqTgx6sX4qM5aWdj9sgLhZ9qc9JYTnfD,16.71729
6214,6214,Primate #8606,Red,Scarred,Layered Jacket,Squinted,Headshot,Excited,10.48,9.13,2.2,3.85,1.13,10.79,6215,9.8813289831256e-09,1.13,6.263333333333333,6,4nrciqi2Kbh616P2ds5bdtUFpQy1VKK1DwMeVdZ2gzr8,16.716473
1746,1746,Primate #4603,Red,Caution Tape,Formal Collared Shirt,Snow Goggles,Propeller Hat,Jngl Grill,10.48,8.89,1.41,2.0500000000000003,2.12,4.66,1747,2.6604665011747203e-09,1.41,4.9350000000000005,6,Cj7NJDbeD2a6pmGSh4uPFcmbiU7DhZ9KBNdBW8DecVsL,16.712965
3428,3428,Primate #4155,Orange,Skeleton,Pullover,Thinking,Brains,Skelly,9.85,6.3100000000000005,2.13,4.32,1.92,4.05,3429,4.447184956185601e-09,1.92,4.763333333333333,6,BYJF5peZMnHUp2xtzbij5f17E7oEcDHVRo2wBw7dYU36,16.710457
1514,1514,Primate #7090,Green,Test Dummy,Color Block Zip-Up Jacket,Squinted,Drummer,Skelly,9.64,4.17,1.78,3.85,2.21,4.05,1515,2.4657050099682003e-09,1.78,4.283333333333334,6,GrpEsXFGAKKYCyCpMcLhtxnzPfvLZ8Bj7zs4BXpZwcmB,16.708933
8882,8882,Primate #507,White,Stone,,Pritv,,Jngl Grill,10.19,7.79,2.04,3.17,19.05,4.66,8883,4.557030843315566e-08,2.04,7.816666666666666,4,C7wVRLS3n9MgQgAqPAZgqESdtFCqH3jLJLGWq4TQN1rf,16.708673
2198,2198,Primate #7036,Yellow,Glitch,Racing Jacket,Thief,Bearskin Hat,Content,9.83,6.45,2.02,1.97,0.6799999999999999,18.05,2199,3.096827016084599e-09,0.6799999999999999,6.5,6,DY35PoT5Cdbxo9thPQZBs8QSCSou8wCoyVzYpwi48rV9,16.708265
4560,4560,Primate #6450,Purple,Mutated Zombie,Fur Robe,Classy Glasses,Headshot,Excited,9.66,7.57,1.87,3.58,1.13,10.79,4561,5.9689443141368045e-09,1.13,5.7666666666666675,6,GdSgUA8kuo5Bq9U7PQCYCbMZF1voQYuwqb7rDCwNj6Uf,16.706663
3903,3903,Primate #4990,Orange,Glitch,Straight Jacket,Cougar Glasses,Outdoor Hat,Sassy,9.85,6.45,1.54,3.08,2.8400000000000003,5.86,3904,5.015143204209602e-09,1.54,4.9366666666666665,6,U8QL2cxZ2DS2ibSTEVfpkxK4pqBTk1J568jkMkSDiaV,16.70615
1322,1322,Primate #1939,Yellow,Naked,Army Jacket,Jngl Intestines,Pink Braids,Banana,9.83,19.21,1.5,1.82,1.5599999999999998,2.82,1323,2.2678651974888e-09,1.5,6.123333333333334,6,H8XEgsahaCV72vqKNkPzbg3sdXswNND9xTJvdUN6jM8y,16.702423
1219,1219,Primate #1197,Mint,Stone,Contemporary Polo,Undercover Glasses,Headset,Cigar,10.15,7.79,1.08,2.73,2.42,3.85,1220,2.1720308928318003e-09,1.08,4.670000000000001,6,ENKfa2tsgjukeroy3xiq3brMHyZ23dcqWvVkiTPj25cM,16.70224
1459,1459,Primate #7668,White,Tribesman,Varsity Jacket,Parallelogram Glasses,Reggae Braids,Banana,10.19,6.68,2.43,3.0,1.72,2.82,1460,2.4068871595872e-09,1.72,4.473333333333334,6,4Uo7eHbSD1Eq2xhbb1Tp8h39rpdcSpmLytgbfhUWFep3,16.702097
8341,8341,Primate #4144,Purple,Glitch,Bib,Hockey Mask,,Sassy,9.66,6.45,1.98,2.11,19.05,5.86,8342,2.905876030545181e-08,1.98,7.518333333333333,5,AKvy38wUK7PsiuSLA5bDuEvFRsCXSrAUpEq1GZtiR6BV,16.701992
2216,2216,Primate #6138,Purple,Caution Tape,Cardigan Sweater,Parallelogram Glasses,Red Fedora,Banana,9.66,8.89,2.03,3.0,2.11,2.82,2217,3.1119151263732003e-09,2.03,4.751666666666667,6,GodaLQYAy4UzgEJWncC3tGR3CGoDPx887aVjqGdU7qu1,16.701551
3498,3498,Primate #510,White,Glitch,Contemporary Polo,Mummified,Thin Mohawk,Excited,10.19,6.45,1.08,2.96,2.0,10.79,3499,4.534201387872002e-09,1.08,5.578333333333332,6,BSyM4NyrNYdgTHdsB6fxddjK4qTxScJZFVpPyYs9d5XV,16.700972
9320,9320,Primate #3024,Green,Glitch,Baseball Jersey,Pritv,,Dumbfounded,9.64,6.45,2.06,3.17,19.05,9.1,9321,7.038815852413799e-08,2.06,8.245000000000001,5,4JJsWFTN5fu4YtdnpqzKwTw72LatffRUhY9pJwnjb5m3,16.699194
7090,7090,Primate #8591,Mint,Mutated Zombie,Striped Jacket,Mummified,Guzzler Hat,Content,10.15,7.57,1.76,2.96,1.98,18.05,7091,1.4305686289171203e-08,1.76,7.078333333333334,6,CrXHeniLi7FKxoLb73knyfYgNpTmSwF3abRJAbknoyGp,16.69793
8559,8559,Primate #5152,Lilac,Glitch,Bib,Flip-Up Glasses,,Cigarette,10.0,6.45,1.98,2.78,19.05,5.09,8560,3.4425674900100013e-08,1.98,7.5583333333333345,5,HCVkGyqn6rD8LeJmq3EfpQor2BnJMNdDpwvqDawAoY4i,16.697853
3440,3440,Primate #9402,Lilac,Naked,Mob Boss Jacket,Eyeball,Headshot,Amused,10.0,19.21,1.02,2.85,1.13,7.07,3441,4.46139066177e-09,1.02,6.88,6,EihnowU8mDtKnedpexkADvyvGiGYxzFoyrFJBm6AkL64,16.697643
1274,1274,Primate #6475,Lilac,Skeleton,Prince Jacket,Bone Mask,Pink Bandana,Pipe,10.0,6.3100000000000005,1.53,1.96,2.78,4.24,1275,2.230424433216e-09,1.53,4.47,6,D7VHq4Sffr2zRNezr7ey5EFBnYyXGUfh6yBUBt9AaScP,16.697416
6532,6532,Primate #7823,Red,Naked,Varsity Jacket,Thief,Guzzler Hat,Sassy,10.48,19.21,2.43,1.97,1.98,5.86,6533,1.1182114979332703e-08,1.97,6.988333333333332,6,H9vhWnTG1BeptLQu6qosovHR2tiUuymuihzJ1witEMcU,16.696142
2785,2785,Primate #5479,Green,Naked,Half Zip Pullover,Questionable,Pink Braids,Stitches,9.64,19.21,1.29,3.75,1.5599999999999998,2.62,2786,3.661434475452e-09,1.29,6.3450000000000015,6,BFM99fB96GPwtYYfYJyLUJnXgtrzKEf5WJMLDCR4xen2,16.695072
1695,1695,Primate #3584,Yellow,Scarred,Basketball Jersey,Cougar Glasses,Pilot Helmet,Sassy,9.83,9.13,1.46,3.08,1.11,5.86,1696,2.625115779120912e-09,1.11,5.078333333333333,6,EpiLivNNYcTC1NPrNE8A6kJFrP6TMRqgiEK4VrvaUCKo,16.695038
5842,5842,Primate #5778,Pink,Tribesman,Painting Jacket,Crossed Out,Crown,Content,9.83,6.68,1.5,3.37,1.4500000000000002,18.05,5843,8.687530627994999e-09,1.4500000000000002,6.8133333333333335,6,FDAkRBNfSVgYKKkLFGNU8kJ3zADTUT7y3j5LdGEP575s,16.69335
1342,1342,Primate #1751,White,Skeleton,Royal Coat,Vr Headset,Pink Bandana,Pipe,10.19,6.3100000000000005,1.44,2.09,2.78,4.24,1343,2.280987860583168e-09,1.44,4.508333333333334,6,9c7TVRJiWF2M2thhc7URi9bHguwxJ1U1NSNmVF4n93nQ,16.692478
6155,6155,Primate #7998,Green,Caution Tape,Fur Robe,Cougar Glasses,Medic Cap,Tnt,9.64,8.89,1.87,3.08,2.49,7.88,6156,9.684934379558591e-09,1.87,5.641666666666667,6,GovzZdY6XAUeWkaycxDpxeQqkha2gpGudnioKzrHAbNQ,16.691044
8296,8296,Primate #6656,Blue,Naked,Winter Jacket,Wide Eyed,Cig Hat,Content,10.37,19.21,0.8200000000000001,4.7,2.03,18.05,8297,2.8131382493025703e-08,0.8200000000000001,9.196666666666667,6,4QjwMZjCWFzurqqXLWm1XKVNwhTG6yXCnPuuAwNwURdL,16.69026
5596,5596,Primate #9219,White,Stone,Vest N Tie,Cougar Glasses,Guzzler Hat,Dumbfounded,10.19,7.79,1.83,3.08,1.98,9.1,5597,8.061577445441522e-09,1.83,5.661666666666666,6,GezeAoComxAw7Qkk6VsuDMB7BoENTwU8RSmeVvXUB1iL,16.688528
6576,6576,Primate #4737,White,Scarred,Aviator Jacket,Squinted,Crown,Excited,10.19,9.13,2.03,3.85,1.4500000000000002,10.79,6577,1.1376041714212176e-08,1.4500000000000002,6.240000000000001,6,441dTvwwCg6zuaWBXZqiDBBA7jB8aC2FSMvouwQh5jfr,16.688059
5223,5223,Primate #2673,Red,Tribesman,Striped Jacket,Striped,Headshot,Content,10.48,6.68,1.76,2.87,1.13,18.05,5224,7.212535427525118e-09,1.13,6.828333333333334,6,E5BLpwQRZXDZUy9GnCaDWxuBVrDRoHjextutDXwdArJk,16.68759
5336,5336,Primate #6711,White,Stone,Bouncer,Cougar Glasses,Guzzler Hat,Dumbfounded,10.19,7.79,1.69,3.08,1.98,9.1,5337,7.44484474469736e-09,1.69,5.638333333333333,6,EXDrzpcZubKPzT7F5GegsYqEZ6nY1imdiWwA4DHspoqL,16.686874
1442,1442,Primate #2774,Green,Skeleton,Exoskeleton,Questionable,Anonymous,Cigarette,9.64,6.3100000000000005,1.44,3.75,1.43,5.09,1443,2.390859045432e-09,1.43,4.61,6,B7uofp8ASQsEdsZQrkNkaPz4okYDV61az6ZQWP9Ya1U9,16.68591
1632,1632,Primate #5545,Lilac,Tribesman,Hype Fanny Jacket,Thief,Reggae Braids,Jngl Grill,10.0,6.68,2.43,1.97,1.72,4.66,1633,2.563086869856e-09,1.72,4.576666666666666,6,47KgzqZdsG65ureoyjYbAw1nqjcWmyuniuYVAfY2xWuN,16.682005
1705,1705,Primate #9821,Lilac,Tiger,Tiger Robe,Vr Headset,Pink Bandana,Pipe,10.0,6.63,1.61,2.09,2.78,4.24,1706,2.629640277264e-09,1.61,4.558333333333334,6,5yXwky8XuGptwWoAC6XKeRx3R3tYrDMPMmWs8bd7SXCa,16.67771
1034,1034,Primate #1557,Green,Test Dummy,Color Block Zip-Up Jacket,Mummified,Cig Hat,Jngl Grill,9.64,4.17,1.78,2.96,2.03,4.66,1035,2.0035803182949128e-09,1.78,4.206666666666667,6,4DjAzY1kupmoWxXnemD6sK5jRVmkr3p5pU8yPQ4rKTdf,16.676575
3675,3675,Primate #3534,Yellow,Glitch,Windbreaker,Thinking,Reggae Braids,Snake,9.83,6.45,2.03,4.32,1.72,4.94,3676,4.72441906093248e-09,1.72,4.881666666666666,6,672QEeHWZqgUwmi857yWeoJfitC5WsnjK6jPEkdQbSkB,16.674376
1024,1024,Primate #7765,Orange,Intestines,Bib,Slashed,Birdman,Content,9.85,4.23,1.98,3.19,0.42,18.05,1025,1.9950738113690998e-09,0.42,6.286666666666666,6,JCibPriLq7iAGmqrg9FWuSPBg8Z6ujSnD6FoZW1X96Et,16.672424
1241,1241,Primate #9226,Purple,Caution Tape,Studded Punk Jacket,Striped,Brains,Banana,9.66,8.89,1.65,2.87,1.92,2.82,1242,2.20188719253888e-09,1.65,4.635000000000002,6,9ZuHn9Uj9G99DxpfkZLkQyFXstewxMyiZGqWTZRcNc99,16.672237
2714,2714,Primate #8138,Yellow,Scarred,Suspenders,Flip-Up Glasses,Headset,Banana,9.83,9.13,2.11,2.78,2.42,2.82,2715,3.592659191232408e-09,2.11,4.848333333333334,6,EkhiZjiFVKpxftG6syCNx2gph9beYJ2U6hRAPrjoSygE,16.672121
1662,1662,Primate #5442,Yellow,Scarred,Layered Jacket,Jngl Intestines,Camo Bandana,Snake,9.83,9.13,2.2,1.82,1.46,4.94,1663,2.59178020685584e-09,1.46,4.8966666666666665,6,AVvuyExkF1AfExeJJVJFstzRoWY7NgnDuLT5AVRcrZtX,16.672016
1562,1562,Primate #2738,White,Scarred,Anorak,Censored,Propeller Hat,Skelly,10.19,9.13,1.62,1.94,2.12,4.05,1563,2.51045586200376e-09,1.62,4.841666666666668,6,773wJjCkiKmPZP5voxhAr4Shi8HV9runoXbYu54pgtF2,16.670732
